Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Air temperature [K]_roll_mean,Air temperature [K]_roll_std,Air temperature [K]_roll_var,Process temperature [K]_roll_mean,Process temperature [K]_roll_std,Process temperature [K]_roll_var,Rotational speed [rpm]_roll_mean,Rotational speed [rpm]_roll_std,Rotational speed [rpm]_roll_var,Torque [Nm]_roll_mean,Torque [Nm]_roll_std,Torque [Nm]_roll_var,Tool wear [min]_roll_mean,Tool wear [min]_roll_std,Tool wear [min]_roll_var,temp_delta,power,tool_wear_rate,torque_per_rpm,temp_wear_interaction,type_encoded,Torque [Nm]_lag1,Torque [Nm]_lag2,Torque [Nm]_lag3,Tool wear [min]_lag1,Tool wear [min]_lag2,Tool wear [min]_lag3,Rotational speed [rpm]_lag1,Rotational speed [rpm]_lag2,Rotational speed [rpm]_lag3,power_lag1,power_lag2,power_lag3,Torque [Nm]_diff1,Torque [Nm]_pct_change,Tool wear [min]_diff1,Tool wear [min]_pct_change,Rotational speed [rpm]_diff1,Rotational speed [rpm]_pct_change,power_diff1,power_pct_change
299.0,309.4,1758,25.7,68,0,298.78000000000003,0.14757295747481386,0.021777777777863223,309.26,0.06992058987906662,0.0048888888890366335,1540.0,226.59802882343604,51346.666666666744,39.11,11.262173660335542,126.83655555555563,53.2,10.07527225990005,101.51111111111148,10.399999999999977,45180.6,0.038658328595793066,0.014610574189880614,21039.199999999997,0,30.7,44.8,42.7,65.0,63.0,58.0,1581.0,1450.0,1375.0,48536.7,64959.99999999999,58712.50000000001,-5.0,-0.1628664495114006,3.0,0.04615384615384621,177.0,0.11195445920303615,-3356.0999999999985,-0.06914561558573196
299.0,309.4,1561,37.3,70,0,298.82,0.14757295747485838,0.02177777777787636,309.28000000000003,0.07888106377561309,0.0062222222223723405,1492.6,147.2218280917158,21674.26666666672,40.88,9.023647944275213,81.4262222222223,56.2,10.174041041351833,103.5111111111115,10.399999999999977,58225.299999999996,0.04481434058898848,0.023879641485275285,21658.0,1,25.7,30.7,44.8,68.0,65.0,63.0,1758.0,1581.0,1450.0,45180.6,48536.7,64959.99999999999,11.599999999999998,0.4513618677042801,2.0,0.02941176470588225,-197.0,-0.1120591581342435,13044.699999999997,0.2887234786611952
299.0,309.5,1861,23.3,73,0,298.86,0.13498971154251693,0.01822222222233193,309.31,0.09944289260196312,0.009888888889045572,1524.5,188.02201407754845,35352.27777777783,38.37,10.123355833582728,102.48233333333347,59.3,10.08904796741939,101.78888888888932,10.5,43361.3,0.03920515574650913,0.01251342642320086,22593.5,0,37.3,25.7,30.7,70.0,68.0,65.0,1561.0,1758.0,1581.0,58225.299999999996,45180.6,48536.7,-13.999999999999996,-0.37533512064343155,3.0,0.04285714285714293,300.0,0.19218449711723262,-14863.999999999993,-0.25528421493749265
299.1,309.5,1512,39.0,75,0,298.90999999999997,0.11972189997429525,0.014333333333455156,309.34000000000003,0.10749676997808093,0.011555555555720442,1544.6,172.78901714068664,29856.0444444445,37.61,9.713844644515266,94.35877777777793,62.4,9.617114374327121,92.48888888888933,10.399999999999977,58968.0,0.0495703899537343,0.025776602775941838,23212.5,0,23.3,37.3,25.7,73.0,70.0,68.0,1861.0,1561.0,1758.0,43361.3,58225.299999999996,45180.6,15.7,0.6738197424892702,2.0,0.027397260273972712,-349.0,-0.18753358409457277,15606.699999999997,0.35992232705200244
299.1,309.4,1811,24.6,77,0,298.95,0.10801234497406621,0.011666666666796686,309.36,0.09660917830881412,0.00933333333350424,1584.7,184.23297448852352,33941.78888888896,35.51,10.058434824122056,101.1721111111113,65.4,8.934328302800532,79.82222222222263,10.299999999999955,44550.600000000006,0.04249448123620309,0.013576158940397352,23823.8,2,39.0,23.3,37.3,75.0,73.0,70.0,1512.0,1861.0,1561.0,58968.0,43361.3,58225.299999999996,-14.399999999999999,-0.36923076923076914,2.0,0.026666666666666616,299.0,0.1977513227513228,-14417.399999999994,-0.24449531949531944
299.1,309.4,1439,44.2,82,0,298.98,0.10327955589952402,0.010666666666802906,309.38,0.07888106377578252,0.006222222222399069,1598.0,165.75148734040255,27473.555555555628,34.480000000000004,8.265295585223274,68.31511111111134,68.6,8.52708104283708,72.7111111111115,10.299999999999955,63603.8,0.05694444444444444,0.030694444444444448,25370.8,0,24.6,39.0,23.3,77.0,75.0,73.0,1811.0,1512.0,1861.0,44550.600000000006,58968.0,43361.3,19.6,0.7967479674796749,5.0,0.06493506493506485,-372.0,-0.2054113749309774,19053.199999999997,0.42767549707523567
299.0,309.4,1693,30.1,84,0,298.99,0.09944289260186974,0.009888888889027,309.39,0.07378647873848046,0.0054444444446242295,1604.1,168.24548863028843,28306.544444444517,34.239999999999995,8.363438952435258,69.94711111111135,71.5,8.316649966583121,69.16666666666703,10.399999999999977,50959.3,0.049586776859504134,0.017768595041322315,25989.6,0,44.2,24.6,39.0,82.0,77.0,75.0,1439.0,1811.0,1512.0,63603.8,44550.600000000006,58968.0,-14.100000000000001,-0.3190045248868778,2.0,0.024390243902439046,254.0,0.17651146629603898,-12644.5,-0.19880101503369296
299.1,309.5,1339,48.2,86,0,299.01,0.09944289260189387,0.0098888888890318,309.40999999999997,0.07378647873852112,0.00544444444463023,1600.5,173.97972423372937,30268.94444444452,34.79,9.127546828754774,83.31211111111134,74.3,7.97287066662109,63.56666666666703,10.399999999999977,64539.8,0.06417910447761194,0.03597014925373135,26617.0,1,30.1,44.2,24.6,84.0,82.0,77.0,1693.0,1439.0,1811.0,50959.3,63603.8,44550.600000000006,18.1,0.6013289036544851,2.0,0.023809523809523725,-354.0,-0.20909627879503845,13580.5,0.2664969887733937
299.0,309.4,1798,25.5,89,0,299.03000000000003,0.06749485577215918,0.0045555555557045685,309.41999999999996,0.063245553204866,0.004000000000189536,1635.3,175.3301964231429,30740.677777777873,32.86,8.810751008474455,77.6293333333336,76.9,8.116512661098863,65.87777777777814,10.399999999999977,45849.0,0.049471928849360754,0.014174541411895497,27536.6,0,48.2,30.1,44.2,86.0,84.0,82.0,1339.0,1693.0,1439.0,64539.8,50959.3,63603.8,-22.700000000000003,-0.470954356846473,3.0,0.03488372093023262,459.0,0.3427931292008961,-18690.800000000003,-0.2896011453397749
299.0,309.4,1419,48.3,91,0,299.04,0.05163977795089614,0.002666666666817859,309.43,0.04830458915596634,0.0023333333335267006,1619.1,187.93583420353303,35319.87777777786,34.62,10.007863574876186,100.15733333333355,79.5,8.045012257431468,64.72222222222257,10.399999999999977,68537.7,0.06408450704225352,0.03401408450704225,28155.399999999998,0,25.5,48.2,30.1,89.0,86.0,84.0,1798.0,1339.0,1693.0,45849.0,64539.8,50959.3,22.799999999999997,0.8941176470588235,2.0,0.022471910112359605,-379.0,-0.210789766407119,22688.699999999997,0.49485703068769205
298.9,309.3,1665,32.5,93,0,299.03000000000003,0.0674948557721482,0.004555555555703087,309.41999999999996,0.063245553204866,0.004000000000189536,1609.8,182.52171864678968,33314.177777777855,35.3,9.555219632338256,91.30222222222243,82.0,7.958224257542237,63.333333333333684,10.400000000000034,54112.5,0.05582232893157263,0.019507803121248498,28764.9,0,48.3,25.5,48.2,91.0,89.0,86.0,1419.0,1798.0,1339.0,68537.7,45849.0,64539.8,-15.799999999999997,-0.32712215320910965,2.0,0.0219780219780219,246.0,0.17336152219873147,-14425.199999999997,-0.21047102543563612
298.8,309.1,1559,34.7,95,0,299.01000000000005,0.09944289260187436,0.00988888888902792,309.39,0.11972189997453168,0.01433333333351177,1609.6,182.58221892250828,33336.26666666674,35.04,9.530092689300922,90.82266666666688,84.5,7.691987172809575,59.166666666667034,10.300000000000011,54097.3,0.060897435897435896,0.022243589743589746,29364.500000000004,1,32.5,48.3,25.5,93.0,91.0,89.0,1665.0,1419.0,1798.0,54112.5,68537.7,45849.0,2.200000000000003,0.06769230769230772,2.0,0.021505376344086002,-106.0,-0.06366366366366372,-15.19999999999709,-0.00028089628089622565
298.8,309.2,1452,48.6,98,0,298.99,0.11972189997432628,0.014333333333462588,309.36,0.12649110640740485,0.016000000000169413,1568.7,164.9693911002888,27214.900000000038,37.57000000000001,9.424795901120508,88.8267777777779,87.0,7.601169500660944,57.777777777778155,10.399999999999977,70567.2,0.06744666207845836,0.033448038540949764,30301.6,1,34.7,32.5,48.3,95.0,93.0,91.0,1559.0,1665.0,1419.0,54097.3,54112.5,68537.7,13.899999999999999,0.4005763688760806,3.0,0.03157894736842115,-107.0,-0.06863373957665175,16469.899999999994,0.3044495751174272
298.9,309.2,1581,36.7,101,0,298.97,0.11595018087335567,0.013444444444563892,309.33,0.12516655570409094,0.015666666666825303,1575.6,163.77301364999073,26821.600000000046,37.34,9.414079290556726,88.62488888888903,89.6,7.4862837539359175,56.04444444444485,10.300000000000011,58022.700000000004,0.0638432364096081,0.023198482932996208,31229.199999999997,1,48.6,34.7,32.5,98.0,95.0,93.0,1452.0,1559.0,1665.0,70567.2,54097.3,54112.5,-11.899999999999999,-0.24485596707818924,3.0,0.030612244897959107,129.0,0.08884297520661155,-12544.499999999993,-0.17776672448389608
298.8,309.1,1439,39.2,104,0,298.93999999999994,0.11737877907817829,0.013777777777883783,309.3,0.14142135623782728,0.02000000000014645,1538.4,145.60311351982378,21200.26666666669,38.8,8.282914140969154,68.60666666666678,92.3,7.3037281195595485,53.34444444444486,10.300000000000011,56408.8,0.07222222222222222,0.027222222222222224,32146.4,0,36.7,48.6,34.7,101.0,98.0,95.0,1581.0,1452.0,1559.0,58022.700000000004,70567.2,54097.3,2.5,0.0681198910081744,3.0,0.02970297029702973,-142.0,-0.08981657179000635,-1613.9000000000015,-0.027814975862895053
298.9,309.2,1379,50.7,106,0,298.91999999999996,0.10327955589933865,0.010666666666764617,309.28000000000003,0.1398411797565225,0.019555555555696033,1532.4,151.27987308297168,22885.600000000017,39.45,8.979513721057883,80.63166666666679,94.7,7.484057129065192,56.01111111111153,10.300000000000011,69915.3,0.07681159420289856,0.03673913043478261,32775.2,2,39.2,36.7,48.6,104.0,101.0,98.0,1439.0,1581.0,1452.0,56408.8,58022.700000000004,70567.2,11.5,0.2933673469387754,2.0,0.019230769230769162,-60.0,-0.04169562195969423,13506.5,0.23943959098580359
298.8,309.1,1350,52.5,111,0,298.9,0.1054092553393766,0.011111111111201895,309.25,0.14337208778450503,0.02055555555568782,1498.1,149.69706447058707,22409.2111111111,41.690000000000005,9.1796211492874,84.26544444444451,97.4,8.044321668799151,64.71111111111155,10.300000000000011,70875.0,0.08216136195410807,0.038860103626943004,34310.100000000006,0,50.7,39.2,36.7,106.0,104.0,101.0,1379.0,1439.0,1581.0,69915.3,56408.8,58022.700000000004,1.7999999999999972,0.035502958579881616,5.0,0.04716981132075482,-29.0,-0.021029731689630182,959.6999999999971,0.013726609197128425
298.8,309.1,1362,45.4,113,0,298.87,0.08232726023534595,0.0067777777778583745,309.21,0.11972189997429943,0.014333333333456155,1500.4,147.13576497008918,21648.933333333327,41.410000000000004,8.99993209850929,80.99877777777785,100.1,8.319321553534976,69.2111111111116,10.300000000000011,61834.799999999996,0.08290535583272193,0.03330887747615554,34928.3,0,52.5,50.7,39.2,111.0,106.0,104.0,1350.0,1379.0,1439.0,70875.0,69915.3,56408.8,-7.100000000000001,-0.13523809523809527,2.0,0.018018018018018056,12.0,0.008888888888888946,-9040.200000000004,-0.12755132275132286
298.8,309.1,1368,50.8,115,0,298.85,0.0707106781191911,0.005000000000075851,309.18,0.10327955589943955,0.010666666666785457,1457.4,108.17393401369834,11701.599999999962,43.940000000000005,7.453738808290925,55.55822222222222,102.7,8.525126261691279,72.67777777777832,10.300000000000011,69494.4,0.08400292184075968,0.03710737764791819,35546.5,0,45.4,52.5,50.7,113.0,111.0,106.0,1362.0,1350.0,1379.0,61834.799999999996,70875.0,69915.3,5.399999999999999,0.11894273127753308,2.0,0.017699115044247815,6.0,0.004405286343612369,7659.5999999999985,0.12387199441091412
298.8,309.1,1368,49.1,117,0,298.83000000000004,0.04830458915471319,0.002333333333405635,309.15,0.07071067811948062,0.0050000000001167956,1452.3,111.34136697562124,12396.89999999996,44.019999999999996,7.509815798895026,56.397333333333336,105.3,8.525126261691282,72.67777777777839,10.300000000000011,67168.8,0.08546384222059898,0.03586559532505479,36164.700000000004,1,50.8,45.4,52.5,115.0,113.0,111.0,1368.0,1362.0,1350.0,69494.4,61834.799999999996,70875.0,-1.6999999999999957,-0.0334645669291338,2.0,0.017391304347825987,0.0,0.0,-2325.5999999999913,-0.03346456692913369
298.8,309.2,1372,48.5,120,0,298.82,0.04216370213642023,0.0017777777778487673,309.14,0.051639777950553835,0.002666666666782506,1423.0,84.45511628472609,7132.666666666606,45.62,6.40603881765739,41.0373333333333,108.0,8.472176684759267,71.77777777777852,10.399999999999977,66542.0,0.08739985433357611,0.035324107793153675,37104.0,2,49.1,50.8,45.4,117.0,115.0,113.0,1368.0,1368.0,1362.0,67168.8,69494.4,61834.799999999996,-0.6000000000000014,-0.012219959266802527,3.0,0.02564102564102555,4.0,0.0029239766081872176,-626.8000000000029,-0.009331713533664465
298.8,309.1,1472,47.5,125,0,298.82,0.04216370213642023,0.0017777777778487673,309.14000000000004,0.051639777950553835,0.002666666666782506,1414.3,72.52746606171529,5260.2333333332635,46.9,5.134199061197369,26.359999999999946,111.0,8.666666666666721,75.11111111111205,10.300000000000011,69920.0,0.08486082824168364,0.032247114731839784,38637.5,1,48.5,49.1,50.8,120.0,117.0,115.0,1372.0,1368.0,1368.0,66542.0,67168.8,69494.4,-1.0,-0.020618556701030966,5.0,0.04166666666666674,100.0,0.07288629737609331,3378.0,0.05076493041988517
298.8,309.1,1489,49.1,128,0,298.82000000000005,0.04216370213642023,0.0017777777778487673,309.13,0.048304589155161844,0.002333333333448979,1418.0,75.54542415733096,5707.111111111043,46.95,5.154986798129442,26.573888888888835,114.0,8.856886837057678,78.44444444444557,10.300000000000011,73109.90000000001,0.08590604026845637,0.03295302013422819,39564.8,0,47.5,48.5,49.1,125.0,120.0,117.0,1472.0,1372.0,1368.0,69920.0,66542.0,67168.8,1.6000000000000014,0.03368421052631576,3.0,0.02400000000000002,17.0,0.01154891304347827,3189.9000000000087,0.04562213958810091
298.7,309.0,1843,25.8,130,0,298.8,0.047140452079823585,0.0022222222222901436,309.11,0.05676462122077335,0.0032222222223378724,1444.2,148.53192698316843,22061.733333333275,45.86,7.955040330926463,63.2826666666666,116.9,8.875058685252057,78.76666666666796,10.300000000000011,47549.4,0.07049891540130152,0.013991323210412148,40170.0,1,49.1,47.5,48.5,128.0,125.0,120.0,1489.0,1472.0,1372.0,73109.90000000001,69920.0,66542.0,-23.3,-0.4745417515274949,2.0,0.015625,354.0,0.2377434519811954,-25560.500000000007,-0.3496174936636489
298.8,309.1,1418,46.3,133,0,298.8,0.047140452079823585,0.0022222222222901436,309.11,0.05676462122077335,0.0032222222223378724,1442.1,148.76189028107953,22130.09999999994,46.57000000000001,7.603661398738545,57.8156666666666,119.8,8.929352346801796,79.73333333333474,10.300000000000011,65653.4,0.09372797744890768,0.03262861169837914,41110.3,0,25.8,49.1,47.5,130.0,128.0,125.0,1843.0,1489.0,1472.0,47549.4,73109.90000000001,69920.0,20.499999999999996,0.7945736434108526,3.0,0.023076923076922995,-425.0,-0.23060227889310903,18103.999999999993,0.3807408715988003
298.8,309.2,1425,53.9,135,0,298.79,0.03162277660273085,0.0010000000000662218,309.11,0.05676462122077335,0.0032222222223378724,1446.7,147.29792183794623,21696.67777777772,46.89,7.85980633066461,61.77655555555548,122.7,8.65447860936761,74.90000000000151,10.399999999999977,76807.5,0.09467040673211781,0.037798036465638146,41742.0,2,46.3,25.8,49.1,133.0,130.0,128.0,1418.0,1843.0,1489.0,65653.4,47549.4,73109.90000000001,7.600000000000001,0.16414686825054003,2.0,0.015037593984962516,7.0,0.0049365303244006675,11154.100000000006,0.16989371456771485
298.9,309.2,1412,44.1,140,0,298.8,0.047140452079823585,0.0022222222222901436,309.12,0.06324555320427763,0.004000000000115112,1452.9,144.04432188276846,20748.76666666661,46.05,7.639408063165331,58.36055555555548,125.6,9.143303560530054,83.60000000000157,10.300000000000011,62269.200000000004,0.09907997169143666,0.031210191082802548,43288.0,1,53.9,46.3,25.8,135.0,133.0,130.0,1425.0,1418.0,1843.0,76807.5,65653.4,47549.4,-9.799999999999997,-0.18181818181818177,5.0,0.03703703703703698,-13.0,-0.009122807017543866,-14538.299999999996,-0.1892822966507176
298.9,309.1,2861,4.6,143,1,298.81,0.056764621220368634,0.0032222222222919247,309.12,0.06324555320427763,0.004000000000115112,1602.8,463.86319822407404,215169.06666666662,41.97,15.18940054409287,230.71788888888875,128.6,9.46572765295947,89.6000000000016,10.200000000000045,13160.599999999999,0.04996505939902166,0.0016072676450034939,44201.3,0,44.1,53.9,46.3,140.0,135.0,133.0,1412.0,1425.0,1418.0,62269.200000000004,76807.5,65653.4,-39.5,-0.8956916099773242,3.0,0.021428571428571352,1449.0,1.0262039660056659,-49108.600000000006,-0.7886499264483886
298.9,309.1,1383,54.9,145,0,298.82,0.06324555320393785,0.004000000000072133,309.12,0.06324555320427763,0.004000000000115112,1604.3,463.04308654810944,214408.89999999997,42.379999999999995,15.506256801691372,240.4439999999999,131.6,9.430447143870483,88.93333333333494,10.200000000000045,75926.7,0.10476878612716763,0.039667630057803466,44819.5,0,4.6,44.1,53.9,143.0,140.0,135.0,2861.0,1412.0,1425.0,13160.599999999999,62269.200000000004,76807.5,50.3,10.934782608695652,2.0,0.013986013986013957,-1478.0,-0.5166025865082139,62766.1,4.76924304363023
298.8,309.0,1497,43.8,147,0,298.82,0.06324555320393786,0.004000000000072134,309.11,0.07378647873804302,0.0054444444445596735,1617.2,457.4921492951181,209299.06666666662,41.85,15.340740964286349,235.33833333333325,134.6,9.033271832509062,81.60000000000161,10.199999999999989,65568.59999999999,0.09813084112149532,0.029238985313751666,45423.0,2,54.9,4.6,44.1,145.0,143.0,140.0,1383.0,2861.0,1412.0,75926.7,13160.599999999999,62269.200000000004,-11.100000000000001,-0.20218579234972678,2.0,0.01379310344827589,114.0,0.08242950108459879,-10358.100000000006,-0.13642236525491036
298.7,309.0,1565,35.1,152,0,298.81000000000006,0.07378647873773551,0.005444444444514295,309.09000000000003,0.07378647873805114,0.005444444444560873,1636.5,450.0084567106613,202507.6111111111,40.510000000000005,15.280448655426026,233.49211111111103,137.8,8.954204474869856,80.17777777777935,10.300000000000011,54931.5,0.0970625798212005,0.022413793103448276,46968.0,0,43.8,54.9,4.6,147.0,145.0,143.0,1497.0,1383.0,2861.0,65568.59999999999,75926.7,13160.599999999999,-8.699999999999996,-0.19863013698630128,5.0,0.03401360544217691,68.0,0.045424181696726684,-10637.099999999991,-0.16222856672248598
298.7,309.0,1691,30.1,154,0,298.8,0.08164965809318175,0.00666666666673348,309.08000000000004,0.07888106377540291,0.00622222222233918,1658.4,446.42809549180976,199298.04444444441,38.77,15.386361204362487,236.74011111111102,140.7,9.043720964784928,81.78888888889041,10.300000000000011,50899.100000000006,0.09101654846335698,0.017789598108747046,47586.0,0,35.1,43.8,54.9,152.0,147.0,145.0,1565.0,1497.0,1383.0,54931.5,65568.59999999999,75926.7,-5.0,-0.14245014245014243,2.0,0.013157894736842035,126.0,0.08051118210862618,-4032.399999999994,-0.07340778970171935
298.8,309.1,1512,40.7,156,0,298.8,0.08164965809318175,0.00666666666673348,309.08000000000004,0.07888106377540291,0.00622222222233918,1660.7,445.51669129475073,198485.1222222222,37.93,14.983772703976937,224.51344444444436,143.5,9.009254501159795,81.16666666666802,10.300000000000011,61538.4,0.10310641110376735,0.026900198281559817,48219.600000000006,0,30.1,35.1,43.8,154.0,152.0,147.0,1691.0,1565.0,1497.0,50899.100000000006,54931.5,65568.59999999999,10.600000000000001,0.3521594684385383,2.0,0.01298701298701288,-179.0,-0.10585452395032524,10639.299999999996,0.2090272716020518
298.8,309.1,1477,42.4,158,0,298.81,0.07378647873773551,0.005444444444514296,309.09000000000003,0.07378647873804682,0.005444444444560235,1624.1,443.90726008430585,197053.65555555557,39.589999999999996,14.398722937199052,207.3232222222221,146.3,8.692908987598333,75.56666666666787,10.300000000000011,62624.799999999996,0.10690121786197564,0.02868741542625169,48837.8,0,40.7,30.1,35.1,156.0,154.0,152.0,1512.0,1691.0,1565.0,61538.4,50899.100000000006,54931.5,1.6999999999999957,0.041769041769041726,2.0,0.012820512820512775,-35.0,-0.02314814814814814,1086.3999999999942,0.01765401765401764
298.8,309.1,1513,40.3,160,0,298.81,0.07378647873773551,0.005444444444514296,309.09000000000003,0.07378647873804682,0.005444444444560235,1633.6,440.0058585468557,193605.15555555557,38.99,14.211845606941958,201.97655555555545,149.0,8.286535263104101,68.66666666666775,10.300000000000011,60973.899999999994,0.10568031704095113,0.026618229854689562,49456.0,0,42.4,40.7,30.1,158.0,156.0,154.0,1477.0,1512.0,1691.0,62624.799999999996,61538.4,50899.100000000006,-2.1000000000000014,-0.04952830188679247,2.0,0.012658227848101333,36.0,0.02437373053486791,-1650.9000000000015,-0.026361760835962755
